title_pt;title_en;year;rating;genre;sinopse;sinopse_clean;title_pt_encoded;Cluster
O Martírio de Joana D'Arc;213. The Passion of Joan of Arc;1928;8.2;Biografia;Em 1431, Joana D'Arc é julgada sob acusações de heresia. Os advogados da Igreja tentam forçar Jeanne a retractar suas reivindicações de visões sagradas.;Em 1431, Joana D'Arc julgada sob acusações heresia. Os advogados Igreja tentam forçar Jeanne retractar reivindicações visões sagradas.;154;7
Rocky: Um Lutador;214. Rocky;1976;8.1;Drama;Um boxer pouco conhecido tem uma grande oportunidade de enfrentar o campeão dos pesos pesados em uma partida em que ele esperaele espera estar à altura da tarefa e divulgar seu nome.;Um boxer pouco conhecido grande oportunidade enfrentar campeão pesos pesados partida esperaele espera altura tarefa divulgar nome.;206;6
Logan;215. Logan;2017;8.1;Ação;Em um futuro em que os mutantes estão quase extintos, um velho e cansado Logan leva uma vida tranquila. Mas quando Laura, uma garota mutante perseguida por cientistas, pede ajuda a ele, ele deve colocá-la em segurança.;Em futuro mutantes quase extintos, velho cansado Logan leva vida tranquila. Mas Laura, garota mutante perseguida cientistas, pede ajuda ele, deve colocá-la segurança.;117;3
Platoon;216. Platoon;1986;8.1;Drama;Um jovem soldado do Vietnã se confronta com uma crisis moral frete aos horrores da guerra.;Um jovem soldado Vietnã confronta crisis moral frete horrores guerra.;190;7
Spotlight: Segredos Revelados;217. Spotlight;2015;8.1;Biografia;A verdadeira historia de como o jornal Boston Globe revelou o escândalo de abuso sexual infantil dentro da igreja católica da cidade e que agitou a toda igreja católica no mundo.;A verdadeira historia jornal Boston Globe revelou escândalo abuso sexual infantil dentro igreja católica cidade agitou toda igreja católica mundo.;218;1
O Exterminador do Futuro;218. The Terminator;1984;8.1;Ação;Um indestrutível robô é enviado de 2029 a 1984 para assassinar a uma jovem garçonete que vai ter um filho que vai liderar uma guerra contra máquinas maa um soldado humano também é enviado para protege-lha.;Um indestrutível robô enviado 2029 1984 assassinar jovem garçonete vai ter filho vai liderar guerra contra máquinas maa soldado humano enviado protege-lha.;140;6
Jai Bhim;219. Jai Bhim;2021;8.8;Policial;Quando um homem tribal é preso por um caso de suposto roubo, sua esposa recorre a um advogado de direitos humanos para ajudá-lo a fazer justiça.;Quando homem tribal preso caso suposto roubo, esposa recorre advogado direitos humanos ajudá-lo fazer justiça.;107;8
Antes do Pôr do Sol;220. Before Sunset;2004;8.1;Drama;Nove anos depois de se conhecer, o Jesse e a Celine se encontram novamente na França.;Nove anos conhecer, Jesse Celine encontram novamente França.;33;4
Rush: No Limite da Emoção;221. Rush;2013;8.1;Ação;A história da rivalidade impiedosa nos anos 70 entre os rivais de Fórmula 1 James Hunt e Niki Lauda.;A história rivalidade impiedosa anos 70 rivais Fórmula 1 James Hunt Niki Lauda.;207;5
Rede de Intrigas;222. Network;1976;8.1;Drama;Uma rede de televisão explora os delírios e revelações de um homem perturbado.;Uma rede televisão explora delírios revelações homem perturbado.;204;7
Conta Comigo;223. Stand by Me;1986;8.1;Aventura;Depois da morte de um de seus velhos amigos, um escritor relembra sua viagem com os amigos de infância para encontrar o corpo de um menino desaparecido.;Depois morte velhos amigos, escritor relembra viagem amigos infância encontrar corpo menino desaparecido.;60;3
Os Melhores Anos de Nossa Vida;224. The Best Years of Our Lives;1946;8.1;Drama;Três veteranos da Segunda Guerra Mundial voltam para casa na cidade pequena da América para descobrir que eles e suas famílias foram mudados irreparavelmente.;Três veteranos Segunda Guerra Mundial voltam casa cidade pequena América descobrir famílias mudados irreparavelmente.;184;8
O Mágico de Oz;225. The Wizard of Oz;1939;8.1;Aventura;A Dorothy Gale é levada por um tornado até a mágica cidade de Oz e vá numa viagem com novos amigos que la ajudar a voltar para casa.;A Dorothy Gale levada tornado mágica cidade Oz vá viagem novos amigos la ajudar voltar casa.;155;4
Na Natureza Selvagem;226. Into the Wild;2007;8.1;Aventura;Depois de terminar a universidade, Christopher McCandless deixa pra trás suas posses e vai para o Alasca viver na natureza.;Depois terminar universidade, Christopher McCandless deixa pra trás posses vai Alasca viver natureza.;133;2
O Ódio;227. La haine;1995;8.1;Policial;24 horas na vida de três jovens nos subúrbios franceses no dia seguinte a uma rebelião violenta.;24 horas vida três jovens subúrbios franceses dia seguinte rebelião violenta.;174;6
O Exorcista;228. The Exorcist;1973;8.1;Terror;Quando uma adolescente é possuída por uma entidade misteriosa, sua mãe busca a ajuda de um padre, que também é um psiquiatra, para salvar sua filha.;Quando adolescente possuída entidade misteriosa, mãe busca ajuda padre, psiquiatra, salvar filha.;139;2
Os Incríveis;229. The Incredibles;2004;8.0;Animação;Uma familia de heróis encobertos tentando viver uma vida tranquila se vem obrigados a salvar o mundo.;Uma familia heróis encobertos tentando viver vida tranquila vem obrigados salvar mundo.;182;8
Piratas do Caribe: A Maldição do Pérola Negra;230. Pirates of the Caribbean: The Curse of the Black Pearl;2003;8.1;Ação;O ferreiro Will Turner se junta ao capitão Jack Sparrow para salvar seu amor, a filha do governador, dos ex-aliados piratas de Jack, que agora estão vivos.;O ferreiro Will Turner junta capitão Jack Sparrow salvar amor, filha governador, ex-aliados piratas Jack, agora vivos.;189;1
Ser ou Não Ser;231. To Be or Not to Be;1942;8.2;Comédia;Durante a ocupação nazista da Polônia, uma trupe de atuação se envolve nos esforços de um soldado polonês para rastrear um espião alemão.;Durante ocupação nazista Polônia, trupe atuação envolve esforços soldado polonês rastrear espião alemão.;213;2
Feitiço do Tempo;232. Groundhog Day;1993;8.0;Comédia;Um homem vive o mesmo dia uma e outra vez.;Um homem vive dia outra vez.;79;3
Meu Pai e Meu Filho;233. My Father and My Son;2005;8.2;Drama;A família de um jornalista de esquerda é separada após o golpe militar na Turquia em 1980.;A família jornalista esquerda separada após golpe militar Turquia 1980.;129;4
As Vinhas da Ira;234. The Grapes of Wrath;1940;8.1;Drama;Uma família pobre no Centro-Oeste é forçada a abandonar suas terras. Eles viajam para a Califórnia, sofrendo os infortúnios dos sem-teto na Grande Depressão.;Uma família pobre Centro-Oeste forçada abandonar terras. Eles viajam Califórnia, sofrendo infortúnios sem-teto Grande Depressão.;36;7
Sempre ao Seu Lado;235. Hachi: A Dog's Tale;2009;8.1;Biografia;Um professor universitário se liga a um cachorro abandonado que ele leva para casa.;Um professor universitário liga cachorro abandonado leva casa.;212;1
A Batalha de Argel;236. The Battle of Algiers;1966;8.1;Drama;Nos anos 50, o medo e a violência aumentam à medida que o povo de Argel lutava pela independência do governo francês.;Nos anos 50, medo violência aumentam medida povo Argel lutava independência governo francês.;6;4
A Criada;237. The Handmaiden;2016;8.1;Drama;Uma mulher é contratada como criada de uma herdeira japonesa, mas secretamente esta envolvida em um plano para defraudá-la.;Uma mulher contratada criada herdeira japonesa, secretamente envolvida plano defraudá-la.;9;3
Amores Brutos;238. Amores Perros;2000;8.1;Drama;Um terrível acidente de carro conecta três histórias, cada uma envolvendo personagens que lidam com a perda, o arrependimento e as duras realidades da vida, tudo em nome do amor.;Um terrível acidente carro conecta três histórias, cada envolvendo personagens lidam perda, arrependimento duras realidades vida, tudo nome amor.;31;8
A Canção da Estrada;239. Pather Panchali;1955;8.2;Drama;O padre Harihar Ray, sonhando com uma vida melhor para si e sua família, deixa sua aldeia rural de Bengala em busca de trabalho.;O padre Harihar Ray, sonhando vida melhor si família, deixa aldeia rural Bengala busca trabalho.;7;7
Rebecca, a Mulher Inesquecível;240. Rebecca;1940;8.1;Drama;Uma mulher autoconsciente faz malabarismos para se ajustar a seu novo papel de esposa de um aristocrata e evitar ser intimidada pela presença espectral de sua primeira esposa.;Uma mulher autoconsciente faz malabarismos ajustar novo papel esposa aristocrata evitar intimidada presença espectral primeira esposa.;202;2
Rebeldia Indomável;241. Cool Hand Luke;1967;8.1;Policial;Um sulista quieto é condenado a dois anos em uma prisão rural, mas se recusa a obedecer.;Um sulista quieto condenado dois anos prisão rural, recusa obedecer.;203;3
A Noviça Rebelde;242. The Sound of Music;1965;8.1;Biografia;Uma mulher deixa um convento austríaco para se tornar a instrutora dos filhos de um oficial da marinha viúvo.;Uma mulher deixa convento austríaco tornar instrutora filhos oficial marinha viúvo.;15;7
Aconteceu Naquela Noite;243. It Happened One Night;1934;8.1;Comédia;Uma herdeira mimada que foge de sua família é ajudada por um homem que na verdade é um repórter que precisa de uma história.;Uma herdeira mimada foge família ajudada homem verdade repórter precisa história.;25;7
Os Incompreendidos;244. The 400 Blows;1959;8.1;Policial;Uma criança, sem atenção, entra em uma vida de pequenos crimes.;Uma criança, atenção, entra vida pequenos crimes.;181;2
O Gigante de Ferro;245. The Iron Giant;1999;8.1;Animação;Um jovem faz amizade com um robô gigante do espaço, um paranóico agente do governo quer que seja destruído.;Um jovem faz amizade robô gigante espaço, paranóico agente governo quer destruído.;145;3
Histórias Cruzadas;246. The Help;2011;8.1;Drama;Uma aspirante a escritora durante o movimento dos direitos civis nos anos 60 nos Estados Unidos decide escrever um livro sobre as experiências das criadas negras que trabalhavam para as famílias brancas.;Uma aspirante escritora durante movimento direitos civis anos 60 Estados Unidos decide escrever livro sobre experiências criadas negras trabalhavam famílias brancas.;96;3
Quando Duas Mulheres Pecam;247. Persona;1966;8.1;Drama;Uma enfermeira é encarregada de uma atriz silenciosa e descobre que sua personalidade parece convergir em uma.;Uma enfermeira encarregada atriz silenciosa descobre personalidade parece convergir uma.;197;8
A Vida de Brian;248. Life of Brian;1979;8.0;Comédia;Nascido no Natal original no estábulo ao lado de Jesus, Brian de Nazaret passa a vida confundido com um messias.;Nascido Natal original estábulo lado Jesus, Brian Nazaret passa vida confundido messias.;22;4
Aladdin;249. Aladdin;1992;8.0;Animação;Um menino de rua bondoso e um Vizir competem por uma lâmpada mágica que tem o poder de realizar seus mais profundos desejos.;Um menino rua bondoso Vizir competem lâmpada mágica poder realizar profundos desejos.;26;3
As Diabólicas;250. Diabolique;1955;8.1;Policial;A esposa e a amante de um diretor de escola detestável planejam assassiná-lo com o que elas acham ser o plano perfeito.;A esposa amante diretor escola detestável planejam assassiná-lo acham plano perfeito.;35;8
